date,area_name,category_name,demand_index
2024-03-28,Velachery,Bakery,732
2024-04-27,Velachery,Bakery,762
2024-05-27,Velachery,Bakery,791
2024-06-26,Velachery,Bakery,793
2024-07-26,Velachery,Bakery,811
2024-08-25,Velachery,Bakery,831
2024-09-24,Velachery,Bakery,835
2024-10-24,Velachery,Bakery,839
2024-11-23,Velachery,Bakery,859
2024-12-23,Velachery,Bakery,896
2025-01-22,Velachery,Bakery,946
2025-02-21,Velachery,Bakery,999
2025-03-23,Velachery,Bakery,1058
2025-04-22,Velachery,Bakery,1140
2025-05-22,Velachery,Bakery,1160
2025-06-21,Velachery,Bakery,1195
2025-07-21,Velachery,Bakery,1203
2025-08-20,Velachery,Bakery,1223
2025-09-19,Velachery,Bakery,1239
2025-10-19,Velachery,Bakery,1270
2025-11-18,Velachery,Bakery,1324
2025-12-18,Velachery,Bakery,1372
2026-01-17,Velachery,Bakery,1447
2024-02-27,Velachery,Electronics,502
2024-03-28,Velachery,Electronics,518
2024-04-27,Velachery,Electronics,543
2024-05-27,Velachery,Electronics,586
2024-06-26,Velachery,Electronics,578
2024-07-26,Velachery,Electronics,575
2024-08-25,Velachery,Electronics,556
2024-09-24,Velachery,Electronics,550
2024-10-24,Velachery,Electronics,525
2024-11-23,Velachery,Electronics,555
2024-12-23,Velachery,Electronics,569
2025-01-22,Velachery,Electronics,601
2025-02-21,Velachery,Electronics,634
2025-03-23,Velachery,Electronics,685
2025-04-22,Velachery,Electronics,703
2025-05-22,Velachery,Electronics,740
2025-06-21,Velachery,Electronics,717
2025-07-21,Velachery,Electronics,736
2025-08-20,Velachery,Electronics,713
2025-09-19,Velachery,Electronics,696
2025-10-19,Velachery,Electronics,708
2025-11-18,Velachery,Electronics,714
2025-12-18,Velachery,Electronics,755
2026-01-17,Velachery,Electronics,783
2024-02-27,Velachery,Bookstore,507
2024-03-28,Velachery,Bookstore,548
2024-04-27,Velachery,Bookstore,555
2024-05-27,Velachery,Bookstore,564
2024-06-26,Velachery,Bookstore,564
2024-07-26,Velachery,Bookstore,512
2024-08-25,Velachery,Bookstore,514
2024-09-24,Velachery,Bookstore,469
2024-10-24,Velachery,Bookstore,442
2024-11-23,Velachery,Bookstore,440
2024-12-23,Velachery,Bookstore,455
2025-01-22,Velachery,Bookstore,453
2025-02-21,Velachery,Bookstore,489
2025-03-23,Velachery,Bookstore,483
2025-04-22,Velachery,Bookstore,494
2025-05-22,Velachery,Bookstore,499
2025-06-21,Velachery,Bookstore,499
2025-07-21,Velachery,Bookstore,459
2025-08-20,Velachery,Bookstore,429
2025-09-19,Velachery,Bookstore,416
2025-10-19,Velachery,Bookstore,413
2025-11-18,Velachery,Bookstore,366
2025-12-18,Velachery,Bookstore,376
2026-01-17,Velachery,Bookstore,387
2024-02-27,Velachery,Co-working Space,991
2024-03-28,Velachery,Co-working Space,1001
2024-04-27,Velachery,Co-working Space,1025
2024-05-27,Velachery,Co-working Space,1018
2024-06-26,Velachery,Co-working Space,1023
2024-07-26,Velachery,Co-working Space,986
2024-08-25,Velachery,Co-working Space,968
2024-09-24,Velachery,Co-working Space,907
2024-10-24,Velachery,Co-working Space,886
2024-11-23,Velachery,Co-working Space,904
2024-12-23,Velachery,Co-working Space,883
2025-01-22,Velachery,Co-working Space,906
2025-02-21,Velachery,Co-working Space,919
2025-03-23,Velachery,Co-working Space,936
2025-04-22,Velachery,Co-working Space,959
2025-05-22,Velachery,Co-working Space,963
2025-06-21,Velachery,Co-working Space,954
2025-07-21,Velachery,Co-working Space,941
2025-08-20,Velachery,Co-working Space,926
2025-09-19,Velachery,Co-working Space,898
2025-10-19,Velachery,Co-working Space,877
2025-11-18,Velachery,Co-working Space,844
2025-12-18,Velachery,Co-working Space,866
2026-01-17,Velachery,Co-working Space,877
2024-02-27,Velachery,Hardware Store,332
2024-03-28,Velachery,Hardware Store,331
2024-04-27,Velachery,Hardware Store,371
2024-05-27,Velachery,Hardware Store,383
2024-06-26,Velachery,Hardware Store,369
2024-07-26,Velachery,Hardware Store,352
2024-08-25,Velachery,Hardware Store,323
2024-09-24,Velachery,Hardware Store,323
2024-10-24,Velachery,Hardware Store,294
2024-11-23,Velachery,Hardware Store,276
2024-12-23,Velachery,Hardware Store,287
2025-01-22,Velachery,Hardware Store,327
2025-02-21,Velachery,Hardware Store,351
2025-03-23,Velachery,Hardware Store,393
2025-04-22,Velachery,Hardware Store,395
2025-05-22,Velachery,Hardware Store,426
2025-06-21,Velachery,Hardware Store,415
2025-07-21,Velachery,Hardware Store,390
2025-08-20,Velachery,Hardware Store,369
2025-09-19,Velachery,Hardware Store,334
2025-10-19,Velachery,Hardware Store,344
2025-11-18,Velachery,Hardware Store,311
2025-12-18,Velachery,Hardware Store,317
2026-01-17,Velachery,Hardware Store,369
2024-02-27,Velachery,Pet Shop,777
2024-03-28,Velachery,Pet Shop,777
2024-04-27,Velachery,Pet Shop,794
2024-05-27,Velachery,Pet Shop,803
2024-06-26,Velachery,Pet Shop,784
2024-07-26,Velachery,Pet Shop,792
2024-08-25,Velachery,Pet Shop,751
2024-09-24,Velachery,Pet Shop,729
2024-10-24,Velachery,Pet Shop,698
2024-11-23,Velachery,Pet Shop,672
2024-12-23,Velachery,Pet Shop,675
2025-01-22,Velachery,Pet Shop,702
2025-02-21,Velachery,Pet Shop,722
2025-03-23,Velachery,Pet Shop,725
2025-04-22,Velachery,Pet Shop,763
2025-05-22,Velachery,Pet Shop,734
2025-06-21,Velachery,Pet Shop,749
2025-07-21,Velachery,Pet Shop,719
2025-08-20,Velachery,Pet Shop,696
2025-09-19,Velachery,Pet Shop,644
2025-10-19,Velachery,Pet Shop,622
2025-11-18,Velachery,Pet Shop,604
2025-12-18,Velachery,Pet Shop,620
2026-01-17,Velachery,Pet Shop,656
2024-02-27,Velachery,Laundromat,740
2024-03-28,Velachery,Laundromat,785
2024-04-27,Velachery,Laundromat,819
2024-05-27,Velachery,Laundromat,845
2024-06-26,Velachery,Laundromat,865
2024-07-26,Velachery,Laundromat,891
2024-08-25,Velachery,Laundromat,890
2024-09-24,Velachery,Laundromat,884
2024-10-24,Velachery,Laundromat,905
2024-11-23,Velachery,Laundromat,946
2024-12-23,Velachery,Laundromat,980
2025-01-22,Velachery,Laundromat,1047
2025-02-21,Velachery,Laundromat,1096
2025-03-23,Velachery,Laundromat,1131
2025-04-22,Velachery,Laundromat,1214
2025-05-22,Velachery,Laundromat,1244
2025-06-21,Velachery,Laundromat,1263
2025-07-21,Velachery,Laundromat,1293
2025-08-20,Velachery,Laundromat,1330
2025-09-19,Velachery,Laundromat,1327
2025-10-19,Velachery,Laundromat,1380
2025-11-18,Velachery,Laundromat,1398
2025-12-18,Velachery,Laundromat,1470
2026-01-17,Velachery,Laundromat,1542
2024-02-27,Velachery,Clinic,262
2024-03-28,Velachery,Clinic,282
2024-04-27,Velachery,Clinic,337
2024-05-27,Velachery,Clinic,325
2024-06-26,Velachery,Clinic,322
2024-07-26,Velachery,Clinic,297
2024-08-25,Velachery,Clinic,255
2024-09-24,Velachery,Clinic,224
2024-10-24,Velachery,Clinic,210
2024-11-23,Velachery,Clinic,196
2024-12-23,Velachery,Clinic,198
2025-01-22,Velachery,Clinic,229
2025-02-21,Velachery,Clinic,243
2025-03-23,Velachery,Clinic,257
2025-04-22,Velachery,Clinic,285
2025-05-22,Velachery,Clinic,301
2025-06-21,Velachery,Clinic,280
2025-07-21,Velachery,Clinic,247
2025-08-20,Velachery,Clinic,252
2025-09-19,Velachery,Clinic,216
2025-10-19,Velachery,Clinic,183
2025-11-18,Velachery,Clinic,193
2025-12-18,Velachery,Clinic,166
2026-01-17,Velachery,Clinic,198
2024-02-27,T Nagar,Cafe,673
2024-03-28,T Nagar,Cafe,701
2024-04-27,T Nagar,Cafe,706
2024-05-27,T Nagar,Cafe,689
2024-06-26,T Nagar,Cafe,670
2024-07-26,T Nagar,Cafe,633
2024-08-25,T Nagar,Cafe,607
2024-09-24,T Nagar,Cafe,573
2024-10-24,T Nagar,Cafe,540
2024-11-23,T Nagar,Cafe,552
2024-12-23,T Nagar,Cafe,542
2025-01-22,T Nagar,Cafe,559
2025-02-21,T Nagar,Cafe,582
2025-03-23,T Nagar,Cafe,598
2025-04-22,T Nagar,Cafe,577
2025-05-22,T Nagar,Cafe,587
2025-06-21,T Nagar,Cafe,562
2025-07-21,T Nagar,Cafe,560
2025-08-20,T Nagar,Cafe,512
2025-09-19,T Nagar,Cafe,490
2025-10-19,T Nagar,Cafe,450
2025-11-18,T Nagar,Cafe,450
2025-12-18,T Nagar,Cafe,463
2026-01-17,T Nagar,Cafe,460
2024-02-27,T Nagar,Gym,937
2024-03-28,T Nagar,Gym,961
2024-04-27,T Nagar,Gym,970
2024-05-27,T Nagar,Gym,953
2024-06-26,T Nagar,Gym,940
2024-07-26,T Nagar,Gym,953
2024-08-25,T Nagar,Gym,915
2024-09-24,T Nagar,Gym,876
2024-10-24,T Nagar,Gym,877
2024-11-23,T Nagar,Gym,850
2024-12-23,T Nagar,Gym,875
2025-01-22,T Nagar,Gym,889
2025-02-21,T Nagar,Gym,900
2025-03-23,T Nagar,Gym,924
2025-04-22,T Nagar,Gym,949
2025-05-22,T Nagar,Gym,924
2025-06-21,T Nagar,Gym,927
2025-07-21,T Nagar,Gym,922
2025-08-20,T Nagar,Gym,873
2025-09-19,T Nagar,Gym,855
2025-10-19,T Nagar,Gym,855
2025-11-18,T Nagar,Gym,814
2025-12-18,T Nagar,Gym,823
2026-01-17,T Nagar,Gym,866
2024-02-27,T Nagar,Restaurant,157
2024-03-28,T Nagar,Restaurant,159
2024-04-27,T Nagar,Restaurant,171
2024-05-27,T Nagar,Restaurant,180
2024-06-26,T Nagar,Restaurant,172
2024-07-26,T Nagar,Restaurant,149
2024-08-25,T Nagar,Restaurant,113
2024-09-24,T Nagar,Restaurant,85
2024-10-24,T Nagar,Restaurant,78
2024-11-23,T Nagar,Restaurant,91
2024-12-23,T Nagar,Restaurant,63
2025-01-22,T Nagar,Restaurant,106
2025-02-21,T Nagar,Restaurant,129
2025-03-23,T Nagar,Restaurant,124
2025-04-22,T Nagar,Restaurant,157
2025-05-22,T Nagar,Restaurant,160
2025-06-21,T Nagar,Restaurant,140
2025-07-21,T Nagar,Restaurant,133
2025-08-20,T Nagar,Restaurant,85
2025-09-19,T Nagar,Restaurant,94
2025-10-19,T Nagar,Restaurant,53
2025-11-18,T Nagar,Restaurant,61
2025-12-18,T Nagar,Restaurant,47
2026-01-17,T Nagar,Restaurant,79
2024-02-27,T Nagar,Medical Shop,749
2024-03-28,T Nagar,Medical Shop,779
2024-04-27,T Nagar,Medical Shop,800
2024-05-27,T Nagar,Medical Shop,837
2024-06-26,T Nagar,Medical Shop,817
2024-07-26,T Nagar,Medical Shop,799
2024-08-25,T Nagar,Medical Shop,785
2024-09-24,T Nagar,Medical Shop,793
2024-10-24,T Nagar,Medical Shop,797
2024-11-23,T Nagar,Medical Shop,774
2024-12-23,T Nagar,Medical Shop,793
2025-01-22,T Nagar,Medical Shop,818
2025-02-21,T Nagar,Medical Shop,856
2025-03-23,T Nagar,Medical Shop,906
2025-04-22,T Nagar,Medical Shop,919
2025-05-22,T Nagar,Medical Shop,963
2025-06-21,T Nagar,Medical Shop,951
2025-07-21,T Nagar,Medical Shop,966
2025-08-20,T Nagar,Medical Shop,940
2025-09-19,T Nagar,Medical Shop,917
2025-10-19,T Nagar,Medical Shop,930
2025-11-18,T Nagar,Medical Shop,935
2025-12-18,T Nagar,Medical Shop,954
2026-01-17,T Nagar,Medical Shop,960
2024-02-27,T Nagar,Supermarket,560
2024-03-28,T Nagar,Supermarket,579
2024-04-27,T Nagar,Supermarket,620
2024-05-27,T Nagar,Supermarket,598
2024-06-26,T Nagar,Supermarket,583
2024-07-26,T Nagar,Supermarket,544
2024-08-25,T Nagar,Supermarket,529
2024-09-24,T Nagar,Supermarket,508
2024-10-24,T Nagar,Supermarket,483
2024-11-23,T Nagar,Supermarket,441
2024-12-23,T Nagar,Supermarket,446
2025-01-22,T Nagar,Supermarket,466
2025-02-21,T Nagar,Supermarket,504
2025-03-23,T Nagar,Supermarket,516
2025-04-22,T Nagar,Supermarket,512
2025-05-22,T Nagar,Supermarket,511
2025-06-21,T Nagar,Supermarket,497
2025-07-21,T Nagar,Supermarket,464
2025-08-20,T Nagar,Supermarket,440
2025-09-19,T Nagar,Supermarket,403
2025-10-19,T Nagar,Supermarket,401
2025-11-18,T Nagar,Supermarket,364
2025-12-18,T Nagar,Supermarket,396
2026-01-17,T Nagar,Supermarket,381
2024-02-27,T Nagar,Clothing Store,348
2024-03-28,T Nagar,Clothing Store,358
2024-04-27,T Nagar,Clothing Store,391
2024-05-27,T Nagar,Clothing Store,401
2024-06-26,T Nagar,Clothing Store,380
2024-07-26,T Nagar,Clothing Store,357
2024-08-25,T Nagar,Clothing Store,350
2024-09-24,T Nagar,Clothing Store,300
2024-10-24,T Nagar,Clothing Store,292
2024-11-23,T Nagar,Clothing Store,281
2024-12-23,T Nagar,Clothing Store,282
2025-01-22,T Nagar,Clothing Store,301
2025-02-21,T Nagar,Clothing Store,323
2025-03-23,T Nagar,Clothing Store,339
2025-04-22,T Nagar,Clothing Store,355
2025-05-22,T Nagar,Clothing Store,386
2025-06-21,T Nagar,Clothing Store,383
2025-07-21,T Nagar,Clothing Store,365
2025-08-20,T Nagar,Clothing Store,333
2025-09-19,T Nagar,Clothing Store,306
2025-10-19,T Nagar,Clothing Store,280
2025-11-18,T Nagar,Clothing Store,275
2025-12-18,T Nagar,Clothing Store,287
2026-01-17,T Nagar,Clothing Store,299
2024-02-27,T Nagar,Salon,333
2024-03-28,T Nagar,Salon,352
2024-04-27,T Nagar,Salon,377
2024-05-27,T Nagar,Salon,391
2024-06-26,T Nagar,Salon,408
2024-07-26,T Nagar,Salon,383
2024-08-25,T Nagar,Salon,358
2024-09-24,T Nagar,Salon,320
2024-10-24,T Nagar,Salon,322
2024-11-23,T Nagar,Salon,322
2024-12-23,T Nagar,Salon,316
2025-01-22,T Nagar,Salon,369
2025-02-21,T Nagar,Salon,377
2025-03-23,T Nagar,Salon,413
2025-04-22,T Nagar,Salon,440
2025-05-22,T Nagar,Salon,476
2025-06-21,T Nagar,Salon,474
2025-07-21,T Nagar,Salon,442
2025-08-20,T Nagar,Salon,435
2025-09-19,T Nagar,Salon,389
2025-10-19,T Nagar,Salon,381
2025-11-18,T Nagar,Salon,401
2025-12-18,T Nagar,Salon,396
2026-01-17,T Nagar,Salon,432
2024-02-27,T Nagar,Bakery,698
2024-03-28,T Nagar,Bakery,726
2024-04-27,T Nagar,Bakery,749
2024-05-27,T Nagar,Bakery,737
2024-06-26,T Nagar,Bakery,730
2024-07-26,T Nagar,Bakery,737
2024-08-25,T Nagar,Bakery,692
2024-09-24,T Nagar,Bakery,686
2024-10-24,T Nagar,Bakery,649
2024-11-23,T Nagar,Bakery,666
2024-12-23,T Nagar,Bakery,650
2025-01-22,T Nagar,Bakery,667
2025-02-21,T Nagar,Bakery,692
2025-03-23,T Nagar,Bakery,719
2025-04-22,T Nagar,Bakery,763
2025-05-22,T Nagar,Bakery,751
2025-06-21,T Nagar,Bakery,738
2025-07-21,T Nagar,Bakery,730
2025-08-20,T Nagar,Bakery,704
2025-09-19,T Nagar,Bakery,691
2025-10-19,T Nagar,Bakery,679
2025-11-18,T Nagar,Bakery,672
2025-12-18,T Nagar,Bakery,675
2026-01-17,T Nagar,Bakery,699
2024-02-27,T Nagar,Electronics,236
2024-03-28,T Nagar,Electronics,259
2024-04-27,T Nagar,Electronics,307
2024-05-27,T Nagar,Electronics,304
2024-06-26,T Nagar,Electronics,313
2024-07-26,T Nagar,Electronics,262
2024-08-25,T Nagar,Electronics,272
2024-09-24,T Nagar,Electronics,240
2024-10-24,T Nagar,Electronics,213
2024-11-23,T Nagar,Electronics,211
2024-12-23,T Nagar,Electronics,216
2025-01-22,T Nagar,Electronics,234
2025-02-21,T Nagar,Electronics,270
2025-03-23,T Nagar,Electronics,317
2025-04-22,T Nagar,Electronics,324
2025-05-22,T Nagar,Electronics,316
2025-06-21,T Nagar,Electronics,313
2025-07-21,T Nagar,Electronics,292
2025-08-20,T Nagar,Electronics,285
2025-09-19,T Nagar,Electronics,259
2025-10-19,T Nagar,Electronics,239
2025-11-18,T Nagar,Electronics,247
2025-12-18,T Nagar,Electronics,269
2026-01-17,T Nagar,Electronics,268
2024-02-27,T Nagar,Bookstore,153
2024-03-28,T Nagar,Bookstore,164
2024-04-27,T Nagar,Bookstore,179
2024-05-27,T Nagar,Bookstore,187
2024-06-26,T Nagar,Bookstore,195
2024-07-26,T Nagar,Bookstore,173
2024-08-25,T Nagar,Bookstore,130
2024-09-24,T Nagar,Bookstore,114
2024-10-24,T Nagar,Bookstore,102
2024-11-23,T Nagar,Bookstore,71
2024-12-23,T Nagar,Bookstore,83
2025-01-22,T Nagar,Bookstore,95
2025-02-21,T Nagar,Bookstore,131
2025-03-23,T Nagar,Bookstore,140
2025-04-22,T Nagar,Bookstore,178
2025-05-22,T Nagar,Bookstore,177
2025-06-21,T Nagar,Bookstore,187
2025-07-21,T Nagar,Bookstore,139
2025-08-20,T Nagar,Bookstore,118
2025-09-19,T Nagar,Bookstore,100
2025-10-19,T Nagar,Bookstore,59
2025-11-18,T Nagar,Bookstore,73
2025-12-18,T Nagar,Bookstore,66
2026-01-17,T Nagar,Bookstore,80
2024-02-27,T Nagar,Co-working Space,347
2024-03-28,T Nagar,Co-working Space,395
2024-04-27,T Nagar,Co-working Space,414
2024-05-27,T Nagar,Co-working Space,408
2024-06-26,T Nagar,Co-working Space,389
2024-07-26,T Nagar,Co-working Space,398
2024-08-25,T Nagar,Co-working Space,378
2024-09-24,T Nagar,Co-working Space,358
2024-10-24,T Nagar,Co-working Space,332
2024-11-23,T Nagar,Co-working Space,321
2024-12-23,T Nagar,Co-working Space,340
2025-01-22,T Nagar,Co-working Space,329
2025-02-21,T Nagar,Co-working Space,391
2025-03-23,T Nagar,Co-working Space,386
2025-04-22,T Nagar,Co-working Space,416
2025-05-22,T Nagar,Co-working Space,440
2025-06-21,T Nagar,Co-working Space,411
2025-07-21,T Nagar,Co-working Space,403
2025-08-20,T Nagar,Co-working Space,396
2025-09-19,T Nagar,Co-working Space,345
2025-10-19,T Nagar,Co-working Space,355
2025-11-18,T Nagar,Co-working Space,352
2025-12-18,T Nagar,Co-working Space,354
2026-01-17,T Nagar,Co-working Space,359
2024-02-27,T Nagar,Hardware Store,975
2024-03-28,T Nagar,Hardware Store,1017
2024-04-27,T Nagar,Hardware Store,1092
2024-05-27,T Nagar,Hardware Store,1144
2024-06-26,T Nagar,Hardware Store,1162
2024-07-26,T Nagar,Hardware Store,1173
2024-08-25,T Nagar,Hardware Store,1221
2024-09-24,T Nagar,Hardware Store,1237
2024-10-24,T Nagar,Hardware Store,1246
2024-11-23,T Nagar,Hardware Store,1310
2024-12-23,T Nagar,Hardware Store,1333
2025-01-22,T Nagar,Hardware Store,1422
2025-02-21,T Nagar,Hardware Store,1479
2025-03-23,T Nagar,Hardware Store,1564
2025-04-22,T Nagar,Hardware Store,1661
2025-05-22,T Nagar,Hardware Store,1736
2025-06-21,T Nagar,Hardware Store,1757
2025-07-21,T Nagar,Hardware Store,1822
2025-08-20,T Nagar,Hardware Store,1852
2025-09-19,T Nagar,Hardware Store,1890
2025-10-19,T Nagar,Hardware Store,1962
2025-11-18,T Nagar,Hardware Store,2020
2025-12-18,T Nagar,Hardware Store,2119
2026-01-17,T Nagar,Hardware Store,2193
2024-02-27,T Nagar,Pet Shop,134
2024-03-28,T Nagar,Pet Shop,180
2024-04-27,T Nagar,Pet Shop,194
2024-05-27,T Nagar,Pet Shop,189
2024-06-26,T Nagar,Pet Shop,208
2024-07-26,T Nagar,Pet Shop,191
2024-08-25,T Nagar,Pet Shop,148
2024-09-24,T Nagar,Pet Shop,147
2024-10-24,T Nagar,Pet Shop,114
2024-11-23,T Nagar,Pet Shop,126
2024-12-23,T Nagar,Pet Shop,131
2025-01-22,T Nagar,Pet Shop,143
2025-02-21,T Nagar,Pet Shop,175
2025-03-23,T Nagar,Pet Shop,225
2025-04-22,T Nagar,Pet Shop,217
2025-05-22,T Nagar,Pet Shop,229
2025-06-21,T Nagar,Pet Shop,235
2025-07-21,T Nagar,Pet Shop,217
2025-08-20,T Nagar,Pet Shop,191
2025-09-19,T Nagar,Pet Shop,164
2025-10-19,T Nagar,Pet Shop,153
2025-11-18,T Nagar,Pet Shop,154
2025-12-18,T Nagar,Pet Shop,175
2026-01-17,T Nagar,Pet Shop,215
2024-02-27,T Nagar,Laundromat,864
2024-03-28,T Nagar,Laundromat,871
2024-04-27,T Nagar,Laundromat,916
2024-05-27,T Nagar,Laundromat,928
2024-06-26,T Nagar,Laundromat,910
2024-07-26,T Nagar,Laundromat,876
2024-08-25,T Nagar,Laundromat,875
2024-09-24,T Nagar,Laundromat,845
2024-10-24,T Nagar,Laundromat,819
2024-11-23,T Nagar,Laundromat,816
2024-12-23,T Nagar,Laundromat,820
2025-01-22,T Nagar,Laundromat,842
2025-02-21,T Nagar,Laundromat,855
